,id_cliente,cancelacion,genero,adulto_mayor,tiene_pareja,tiene_dependientes,antiguedad,servicio_de_telefono,lineas_multiples,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,periodicidad_de_contrato,factura_electronica,forma_de_pago,cargos_mensuales,cargos_totales,cargos_diarios
5066,6919-ELBGL,0,Masculino,1,1,1,72,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,114.95,8196.4,3.776281208935611
5067,6921-OZMFH,0,Masculino,0,1,1,5,1,1,DSL,0,0,0,1,0,0,Mensual,1,Cheque,55.7,259.4,1.8298291721419186
5068,6922-NCEDI,0,Masculino,0,0,1,56,1,0,No,2,2,2,2,2,2,Anual,1,Cheque,21.2,1238.65,0.6964520367936925
5069,6923-AQONU,0,Masculino,0,1,1,23,1,0,No,2,2,2,2,2,2,Bienal,0,Cheque,20.9,454.0,0.6865965834428382
5070,6923-EFPNL,1,Masculino,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,TDC,51.75,201.1,1.700065703022339
5071,6923-JHPMP,0,Femenino,0,0,0,2,1,0,Fibra óptica,1,0,1,0,0,0,Mensual,1,Cheque electrónico,80.45,137.1,2.642904073587385
5072,6924-TDGMT,0,Masculino,0,1,0,11,1,0,No,2,2,2,2,2,2,Anual,1,Cheque,20.55,184.95,0.6750985545335085
5073,6925-BAYGL,0,Femenino,1,1,0,53,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.1,1275.6,0.8245729303547963
5074,6927-WTFIV,1,Masculino,1,0,0,20,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,TDC,71.3,1389.2,2.342312746386334
5075,6928-ONTRW,0,Femenino,0,1,1,72,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.7,1379.8,0.6471747700394218
5076,6933-FHBZC,0,Femenino,0,0,0,26,1,0,DSL,0,1,1,0,0,0,Anual,1,Cheque,56.05,1553.2,1.8413272010512483
5077,6933-VLYFX,0,Masculino,0,1,1,31,0,2,DSL,1,0,1,1,1,1,Anual,0,Cheque electrónico,59.95,1848.8,1.9694480946123523
5078,6937-GCDGQ,0,Masculino,0,1,1,19,1,0,DSL,1,0,0,0,0,0,Anual,1,Tranferencia electrónica,48.95,955.6,1.6080814717477003
5079,6941-KXRRV,0,Femenino,1,1,0,48,1,0,DSL,0,1,0,0,0,1,Anual,1,Tranferencia electrónica,58.95,2789.7,1.9365965834428385
5080,6941-PMGEP,1,Femenino,0,0,0,5,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,80.0,412.5,2.628120893561104
5081,6942-LBFDP,0,Femenino,0,0,0,2,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque,20.55,33.6,0.6750985545335085
5082,6946-LMSQS,1,Masculino,1,1,0,25,1,1,Fibra óptica,1,0,0,0,0,1,Anual,1,Cheque electrónico,89.05,2177.45,2.9254270696452034
5083,6950-TWMYB,0,Masculino,0,1,1,54,1,0,Fibra óptica,0,1,0,1,0,0,Bienal,1,Tranferencia electrónica,79.95,4362.05,2.6264783180026283
5084,6952-OMNWB,0,Masculino,1,1,0,68,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,TDC,80.35,5589.3,2.6396189224704334
5085,6953-PBDIN,0,Masculino,0,1,0,70,1,1,DSL,0,1,1,1,1,0,Bienal,0,Tranferencia electrónica,72.95,5265.55,2.3965177398160313
5086,6954-OOYZZ,0,Masculino,0,1,0,18,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,44.35,768.05,1.4569645203679369
5087,6956-SMUCM,1,Femenino,0,0,0,3,1,0,Fibra óptica,1,0,1,0,1,1,Mensual,1,TDC,99.0,287.4,3.252299605781866
5088,6959-GQEGV,0,Masculino,0,0,0,45,1,0,DSL,1,0,1,0,1,1,Mensual,1,Cheque electrónico,75.95,3273.8,2.4950722733245727
5089,6959-UWKHF,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,42.9,42.9,1.409329829172142
5090,6960-HVYXR,1,Femenino,0,0,0,1,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,76.0,76.0,2.4967148488830486
5091,6961-MJKBO,0,Masculino,0,0,0,47,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.45,943.0,0.6718134034165572
5092,6961-VCPMC,1,Masculino,1,1,0,46,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,80.4,3605.2,2.6412614980289093
5093,6963-EZQEE,0,Masculino,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Bienal,1,TDC,88.55,6306.5,2.9090013140604465
5094,6963-KQYQB,0,Femenino,0,1,1,70,1,1,No,2,2,2,2,2,2,Bienal,0,Cheque,24.05,1764.75,0.7900788436268068
5095,6967-PEJLL,0,Masculino,0,1,1,37,0,2,DSL,1,0,1,1,0,0,Anual,1,Cheque electrónico,40.2,1525.35,1.3206307490144547
5096,6967-QIQRV,0,Masculino,0,1,1,15,1,0,Fibra óptica,1,0,0,1,1,1,Anual,0,Cheque electrónico,101.9,1667.25,3.347568988173456
5097,6968-GMKPR,0,Femenino,0,0,0,55,1,0,Fibra óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,81.55,4509.5,2.67904073587385
5098,6968-MHOMU,0,Masculino,0,1,0,58,0,2,DSL,0,0,0,0,1,1,Anual,1,TDC,45.0,2689.35,1.4783180026281209
5099,6968-URWQU,0,Masculino,0,1,0,43,1,0,DSL,0,0,0,0,1,0,Anual,1,Cheque,56.35,2391.15,1.8511826544021024
5100,6969-MVBAI,0,Femenino,1,0,0,9,1,1,Fibra óptica,0,0,1,0,1,0,Mensual,1,Cheque electrónico,90.1,816.8,2.9599211563731926
5101,6972-SNKKW,0,Femenino,0,0,0,6,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.0,109.2,0.657030223390276
5102,6974-DAFLI,0,Femenino,0,1,0,55,1,0,No,2,2,2,2,2,2,Anual,0,Cheque electrónico,19.7,1140.05,0.6471747700394218
5103,6976-BWGLQ,0,Femenino,0,1,1,72,1,1,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,25.2,1787.35,0.8278580814717477
5104,6979-TNDEU,0,Femenino,0,0,0,8,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.2,156.85,0.6307490144546649
5105,6979-ZNSFF,1,Femenino,0,0,0,8,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,87.05,762.1,2.859724047306176
5106,6980-CDGFC,0,Femenino,0,1,0,67,1,0,No,2,2,2,2,2,2,Anual,1,Tranferencia electrónica,20.85,1327.4,0.6849540078843627
5107,6980-IMXXE,0,Femenino,0,1,1,69,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.2,1412.65,0.6636005256241787
5108,6981-TDRFT,0,Masculino,0,1,1,44,0,2,DSL,0,0,1,1,1,1,Anual,1,Cheque electrónico,54.3,2317.1,1.7838370565045991
5109,6982-SSHFK,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.4,44.4,1.4586070959264126
5110,6982-UQZLY,1,Femenino,1,1,0,1,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque,20.85,20.85,0.6849540078843627
5111,6985-HAYWX,0,Femenino,0,1,0,26,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,0,Tranferencia electrónica,79.3,2015.8,2.605124835742444
5112,6986-IJDHX,1,Masculino,0,1,1,39,1,0,Fibra óptica,0,1,0,0,1,0,Mensual,1,Cheque,86.3,3266.0,2.8350854139290407
5113,6986-IXNDM,0,Masculino,0,0,0,14,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,92.9,1337.45,3.0519053876478317
5114,6987-XQSJT,1,Femenino,1,0,0,54,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,79.5,4370.25,2.611695137976347
5115,6988-CJEYV,0,Masculino,0,0,0,49,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,0,Cheque electrónico,98.7,4920.55,3.2424441524310117
5116,6990-YNRIO,1,Masculino,0,1,1,65,1,1,Fibra óptica,1,0,1,1,1,1,Bienal,0,Tranferencia electrónica,108.65,6937.95,3.569316688567674
5117,6992-TKNYO,0,Masculino,0,1,0,38,1,1,DSL,0,0,1,1,0,1,Anual,0,TDC,69.0,2669.45,2.266754270696452
5118,6993-OHLXR,1,Femenino,0,0,0,2,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,68.95,119.75,2.265111695137976
5119,6993-YCOBK,0,Masculino,0,1,1,60,1,1,Fibra óptica,1,0,1,1,1,1,Bienal,1,Cheque electrónico,110.6,6586.85,3.633377135348226
5120,6993-YGFJV,0,Masculino,0,1,0,69,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,112.55,7806.5,3.6974375821287775
5121,6994-FGRHH,0,Masculino,0,1,1,70,1,0,Fibra óptica,0,1,1,1,1,1,Anual,1,Cheque electrónico,106.15,7475.1,3.4871879106438897
5122,6994-KERXL,0,Masculino,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque electrónico,55.9,238.5,1.8363994743758212
5123,6994-ORCWG,0,Femenino,0,0,0,14,1,1,DSL,0,1,0,0,0,0,Anual,1,Cheque,54.25,773.2,1.7821944809461234
5124,6996-KNSML,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,1,Cheque electrónico,74.9,74.9,2.4605781865965834
5125,6997-UVGOX,0,Masculino,0,1,1,71,1,0,DSL,1,1,1,1,1,1,Bienal,0,Tranferencia electrónica,85.45,6029.9,2.807161629434954
5126,6999-CHVCF,0,Masculino,0,0,0,68,1,1,Fibra óptica,1,1,1,0,0,1,Bienal,1,Tranferencia electrónica,102.1,7149.35,3.3541392904073586
5127,7000-WCEVQ,1,Femenino,1,0,0,20,1,1,DSL,0,0,0,0,0,1,Mensual,1,Cheque,61.6,1174.35,2.02365308804205
5128,7005-CCBKV,1,Masculino,0,0,0,6,1,0,Fibra óptica,0,1,0,0,0,1,Mensual,1,Cheque electrónico,84.4,556.35,2.7726675427069645
5129,7005-CYUIL,0,Femenino,1,1,0,71,1,0,Fibra óptica,1,1,1,1,1,0,Bienal,1,Cheque electrónico,99.4,7168.25,3.2654402102496713
5130,7008-LZVOZ,0,Masculino,0,1,1,66,1,1,No,2,2,2,2,2,2,Bienal,1,TDC,25.3,1672.35,0.831143232588699
5131,7009-LGECI,0,Femenino,0,0,0,4,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tranferencia electrónica,50.55,235.65,1.6606438896189224
5132,7009-PCARS,0,Masculino,0,0,1,55,1,0,No,2,2,2,2,2,2,Anual,0,Tranferencia electrónica,19.1,1001.5,0.6274638633377135
5133,7010-BRBUU,0,Masculino,0,1,1,72,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,24.1,1734.65,0.7917214191852825
5134,7010-ZMVBF,0,Femenino,0,1,1,18,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.45,357.0,0.6718134034165572
5135,7011-CVEUC,0,Masculino,0,1,0,25,1,0,Fibra óptica,0,0,0,1,1,1,Mensual,1,TDC,95.7,2338.35,3.1438896189224703
5136,7013-PSXHK,0,Femenino,0,0,0,40,1,1,DSL,0,0,1,1,1,1,Anual,1,Cheque,80.75,3208.65,2.652759526938239
5137,7014-ZZXAW,0,Femenino,0,1,0,71,1,1,No,2,2,2,2,2,2,Bienal,1,TDC,24.25,1732.95,0.7966491458607096
5138,7016-BPGEU,1,Femenino,0,0,0,29,0,2,DSL,0,0,0,0,0,0,Mensual,1,TDC,25.1,712.85,0.8245729303547963
5139,7016-NVRIC,0,Masculino,1,1,0,29,1,0,Fibra óptica,1,0,1,0,0,1,Anual,0,Tranferencia electrónica,90.1,2656.7,2.9599211563731926
5140,7017-VFHAY,0,Femenino,0,1,1,61,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,0,TDC,115.1,7008.15,3.781208935611038
5141,7017-VFULY,0,Femenino,0,1,0,2,1,0,No,2,2,2,2,2,2,Mensual,0,Tranferencia electrónica,20.1,43.15,0.6603153745072273
5142,7018-FPXHH,0,Masculino,0,1,1,56,1,0,DSL,1,1,1,0,0,0,Bienal,1,Tranferencia electrónica,59.8,3457.45,1.964520367936925
5143,7018-WBJNK,0,Masculino,0,0,1,13,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,TDC,78.3,1033.95,2.5722733245729303
5144,7020-OZKXZ,0,Femenino,1,0,0,9,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,0,TDC,75.5,637.4,2.4802890932982917
5145,7021-XSNYE,0,Masculino,0,1,1,7,0,2,DSL,1,0,1,1,0,1,Bienal,0,TDC,49.65,305.55,1.63107752956636
5146,7024-OHCCK,1,Femenino,1,0,0,2,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,93.85,170.85,3.0831143232588696
5147,7025-IWFHT,0,Masculino,0,0,0,41,1,0,Fibra óptica,0,1,0,1,1,0,Anual,1,Cheque electrónico,89.55,3729.75,2.9418528252299603
5148,7025-WCBNE,0,Masculino,1,0,0,47,1,1,DSL,0,1,0,1,0,0,Bienal,0,Tranferencia electrónica,59.6,2754.0,1.9579500657030222
5150,7026-YMSBE,0,Masculino,0,0,0,30,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,19.7,625.05,0.6471747700394218
5151,7028-DVOIQ,1,Masculino,1,0,0,35,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,99.05,3395.8,3.2539421813403413
5152,7029-IJEJK,0,Femenino,0,0,0,54,0,2,DSL,1,0,0,1,0,1,Anual,0,Tranferencia electrónica,44.1,2369.7,1.4487516425755584
5153,7029-RPUAV,1,Masculino,1,1,0,17,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,TDC,100.45,1622.45,3.299934296977661
5154,7030-FZTFM,0,Masculino,0,1,1,72,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,0,TDC,110.9,7922.75,3.6432325886990804
5155,7030-NJVDP,0,Masculino,0,1,0,24,1,0,Fibra óptica,1,0,0,1,0,1,Mensual,1,Cheque electrónico,89.25,2210.2,2.931997371879106
5156,7032-LMBHI,0,Femenino,0,0,0,37,1,1,DSL,1,0,0,0,1,0,Anual,0,Tranferencia electrónica,64.65,2347.85,2.1238501971090673
5157,7033-CLAMM,0,Femenino,0,1,1,48,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.2,1027.25,0.6636005256241787
5158,7036-TYDEC,0,Femenino,0,0,0,69,1,1,Fibra óptica,0,0,1,1,1,1,Bienal,0,Cheque electrónico,104.0,7028.5,3.416557161629435
5159,7036-ZZKBD,0,Masculino,0,1,0,31,1,0,DSL,0,0,1,1,0,1,Mensual,1,TDC,66.4,2019.8,2.181340341655716
5160,7037-MTYVW,0,Masculino,0,1,1,38,1,1,DSL,1,0,1,1,1,1,Bienal,1,Tranferencia electrónica,85.4,3297.0,2.8055190538764783
5161,7041-TXQJH,0,Femenino,0,0,0,37,0,2,DSL,0,0,1,0,0,1,Mensual,1,TDC,40.2,1478.85,1.3206307490144547
5162,7044-YAACC,0,Masculino,1,1,0,4,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,70.2,280.35,2.3061760840998686
5163,7047-FWEYA,0,Femenino,0,1,0,46,1,1,Fibra óptica,0,1,0,1,1,1,Anual,1,Cheque electrónico,103.15,4594.65,3.3886333771353483
5164,7047-YXDMZ,0,Masculino,0,0,0,21,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.0,417.7,0.657030223390276
5165,7048-GXDAY,0,Masculino,0,0,0,39,1,1,Fibra óptica,1,1,0,0,1,1,Mensual,1,Cheque electrónico,106.4,4040.65,3.495400788436268
5166,7049-GKVZY,0,Femenino,0,0,0,17,1,0,DSL,1,1,0,1,1,1,Anual,0,TDC,79.85,1387.35,2.6231931668856765
5167,7054-DMVAS,0,Masculino,0,0,0,54,1,0,DSL,1,1,0,0,1,0,Bienal,1,Tranferencia electrónica,65.3,3512.9,2.1452036793692506
5168,7054-ENNGU,0,Femenino,0,1,0,9,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque,50.85,466.6,1.6704993429697765
5169,7054-LGEQW,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,45.95,45.95,1.509526938239159
5170,7055-HNEOJ,0,Masculino,0,1,0,3,1,0,DSL,0,0,1,1,0,0,Mensual,1,Cheque,55.8,154.55,1.8331143232588698
5171,7055-JCGNI,0,Femenino,0,0,0,70,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,1,TDC,111.95,7795.95,3.6777266754270697
5172,7055-VKGDA,1,Masculino,0,0,0,54,1,0,Fibra óptica,1,1,0,1,1,1,Anual,1,TDC,105.4,5643.4,3.462549277266754
5173,7056-IMHCC,1,Masculino,1,1,0,53,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,101.9,5549.4,3.347568988173456
5174,7061-OVMIM,0,Femenino,0,1,1,30,1,0,No,2,2,2,2,2,2,Anual,0,Tranferencia electrónica,19.55,608.5,0.6422470433639947
5175,7064-FRRSW,0,Masculino,1,0,0,48,1,1,Fibra óptica,0,1,0,0,1,1,Anual,1,Cheque electrónico,99.0,4744.35,3.252299605781866
5176,7064-JHXCE,0,Masculino,0,1,1,62,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,20.05,1263.9,0.6586727989487516
5177,7065-YUNRY,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.3,45.3,1.4881734559789748
5178,7067-KSAZT,1,Femenino,1,1,0,65,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Cheque electrónico,106.25,6979.8,3.490473061760841
5180,7072-MBHEV,0,Femenino,1,1,1,11,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,TDC,78.1,864.85,2.565703022339027
5181,7073-QETQY,0,Masculino,0,1,1,66,1,0,No,2,2,2,2,2,2,Anual,1,Cheque electrónico,20.35,1359.5,0.6685282522996058
5182,7074-IEVOJ,1,Femenino,1,0,0,3,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,79.4,205.05,2.6084099868593955
5183,7074-STDCN,0,Masculino,0,0,0,39,0,2,DSL,0,0,0,1,0,1,Mensual,1,Cheque electrónico,40.6,1494.5,1.3337713534822602
5184,7075-BNDVQ,0,Femenino,0,0,0,4,0,2,DSL,1,0,1,0,0,0,Mensual,0,Cheque,35.0,135.75,1.149802890932983
5185,7077-XJMET,0,Masculino,0,1,0,12,1,0,DSL,0,0,1,1,1,1,Mensual,1,Cheque electrónico,74.15,741.4,2.4359395532194483
5186,7078-NVFAM,0,Femenino,0,1,1,32,0,2,DSL,1,1,0,0,0,0,Mensual,1,Cheque electrónico,35.15,1051.05,1.1547306176084098
5187,7079-QRCBC,1,Femenino,0,0,0,24,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,98.75,2407.3,3.244086727989487
5188,7080-TNUWP,0,Masculino,0,1,0,70,1,1,Fibra óptica,0,1,1,0,1,0,Anual,1,Tranferencia electrónica,95.0,6602.9,3.1208935611038107
5189,7083-MIOPC,0,Femenino,0,0,0,72,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,20.25,1566.9,0.6652431011826544
5190,7083-YNSKY,1,Femenino,0,0,0,15,1,1,No,2,2,2,2,2,2,Mensual,1,TDC,25.4,399.6,0.8344283837056504
5191,7088-FBAWU,0,Femenino,0,1,1,17,1,0,DSL,1,1,0,0,1,1,Mensual,0,Cheque,74.55,1215.8,2.4490801576872534
5192,7089-IVVAZ,1,Femenino,0,0,0,8,1,1,Fibra óptica,1,0,0,1,1,1,Mensual,1,Tranferencia electrónica,103.35,847.3,3.3952036793692506
5193,7089-RKVSZ,0,Masculino,0,1,1,8,1,1,No,2,2,2,2,2,2,Anual,0,Cheque,24.4,203.95,0.8015768725361366
5194,7089-XXAYG,0,Masculino,0,1,0,25,0,2,DSL,0,0,1,0,1,0,Anual,1,TDC,38.1,970.4,1.2516425755584757
5195,7094-MSZAO,0,Masculino,0,1,1,10,1,0,No,2,2,2,2,2,2,Mensual,1,TDC,20.05,218.5,0.6586727989487516
5196,7096-UCLNH,0,Masculino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.05,20.05,0.6586727989487516
5197,7096-ZNBZI,0,Femenino,0,1,0,72,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,26.45,1914.5,0.8689224704336399
5198,7100-FQPRV,0,Masculino,0,1,1,43,1,1,DSL,1,0,0,1,0,1,Anual,1,TDC,71.9,3173.35,2.362023653088042
5199,7101-HRBLJ,0,Femenino,0,1,1,72,1,0,DSL,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,83.7,6096.9,2.749671484888305
5200,7102-JJVTX,0,Femenino,0,1,1,9,1,0,DSL,1,0,0,0,0,0,Anual,0,Cheque,48.6,422.3,1.5965834428383705
5201,7103-IPXPJ,0,Masculino,0,1,0,50,1,1,Fibra óptica,0,0,0,1,1,1,Anual,0,Cheque electrónico,99.4,5059.75,3.2654402102496713
5202,7103-ZGVNT,0,Femenino,0,1,1,69,1,1,DSL,1,1,0,1,1,0,Anual,0,TDC,73.7,4885.85,2.421156373193167
5203,7105-BENQF,0,Masculino,0,0,1,15,1,0,DSL,1,0,1,0,0,1,Anual,0,Cheque,64.85,950.75,2.1304204993429696
5204,7105-MXJLL,0,Femenino,1,1,0,26,1,0,DSL,0,0,1,0,0,1,Anual,0,Cheque,60.7,1597.4,1.9940867279894876
5205,7107-UBYKY,0,Femenino,0,1,1,35,1,1,No,2,2,2,2,2,2,Mensual,1,Cheque electrónico,25.75,882.55,0.8459264126149802
5206,7108-DGVUU,0,Femenino,1,1,0,21,1,1,DSL,0,1,1,0,0,1,Anual,0,Tranferencia electrónica,71.7,1497.05,2.3554533508541393
5207,7109-CQYUZ,0,Masculino,0,0,0,52,1,1,DSL,1,1,1,1,1,1,Bienal,1,Cheque,89.25,4652.4,2.931997371879106
5208,7109-MFBYV,0,Masculino,0,0,0,26,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,45.45,1233.15,1.493101182654402
5209,7110-BDTWG,0,Femenino,0,1,0,71,0,2,DSL,0,0,1,1,0,1,Bienal,1,Cheque electrónico,47.05,3263.6,1.5456636005256241
5210,7112-OPOTK,1,Masculino,0,0,0,33,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,68.25,2171.15,2.2421156373193165
5211,7113-HIPFI,0,Masculino,0,1,1,66,1,0,DSL,1,1,1,1,0,0,Bienal,0,Cheque,65.85,4097.05,2.1632720105124834
5212,7114-AEOZE,0,Femenino,0,0,0,60,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,19.85,1128.1,0.6521024967148489
5213,7115-IRDHS,0,Femenino,0,1,0,72,1,1,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,24.65,1830.05,0.8097897503285151
5216,7120-RFMVS,1,Masculino,0,0,0,1,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,0,Cheque electrónico,84.5,84.5,2.775952693823916
5217,7123-WQUHX,0,Masculino,0,0,0,38,1,1,Fibra óptica,0,0,1,1,1,0,Anual,0,Tranferencia electrónica,95.0,3605.6,3.1208935611038107
5218,7124-UGSUR,1,Femenino,1,1,0,61,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,TDC,104.4,6405.0,3.4296977660972403
5219,7126-RBHSD,0,Femenino,0,1,0,17,1,1,Fibra óptica,1,0,0,0,0,0,Mensual,0,Cheque electrónico,78.9,1348.95,2.5919842312746386
5220,7128-GGCNO,0,Masculino,0,0,0,46,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,Tranferencia electrónica,72.8,3249.4,2.3915900131406045
5221,7129-ACFOG,0,Femenino,0,0,0,5,1,1,DSL,1,0,0,0,0,0,Mensual,1,Cheque electrónico,53.8,283.95,1.7674113009198422
5222,7129-AZJDE,0,Masculino,0,1,1,34,1,0,Fibra óptica,0,0,0,0,0,1,Anual,1,Tranferencia electrónica,78.95,2647.2,2.5936268068331145
5223,7129-CAKJW,0,Femenino,0,0,0,17,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,0,Tranferencia electrónica,80.05,1345.65,2.6297634691195793
5224,7130-CTCUS,0,Masculino,1,1,0,16,1,0,DSL,1,1,0,0,0,0,Mensual,1,Tranferencia electrónica,54.55,825.1,1.7920499342969776
5225,7130-VTEWQ,1,Femenino,1,0,0,8,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,75.75,606.25,2.48850197109067
5226,7130-YXBRO,0,Masculino,0,1,0,48,1,1,Fibra óptica,1,1,1,0,1,1,Mensual,1,Tranferencia electrónica,111.45,5315.1,3.6613009198423128
5227,7131-ZQZNK,0,Femenino,0,1,1,60,0,2,DSL,1,0,1,1,1,1,Bienal,0,TDC,59.85,3590.2,1.9661629434954007
5229,7133-VBDCG,1,Femenino,0,0,0,25,1,0,Fibra óptica,1,1,0,0,0,0,Mensual,1,Tranferencia electrónica,79.85,2015.35,2.6231931668856765
5230,7134-HBPBS,0,Femenino,1,0,0,72,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,1,Tranferencia electrónica,108.1,7774.05,3.5512483574244413
5231,7134-MJPDY,0,Femenino,1,0,0,66,1,1,Fibra óptica,0,0,1,1,1,1,Anual,1,TDC,102.85,6976.75,3.3787779237844937
5232,7136-IHZJA,0,Femenino,0,1,1,40,1,0,DSL,1,1,0,1,0,1,Mensual,1,Cheque,71.35,2847.2,2.3439553219448093
5233,7136-RVDTZ,1,Masculino,1,0,0,70,0,2,DSL,0,0,0,0,1,1,Anual,1,Cheque electrónico,45.25,3264.45,1.4865308804204993
5234,7137-NAXML,0,Masculino,0,0,0,23,1,0,No,2,2,2,2,2,2,Anual,0,Tranferencia electrónica,20.15,405.6,0.6619579500657029
5235,7137-RYLPP,1,Masculino,1,1,0,37,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,85.7,3171.15,2.8153745072273324
5236,7138-GIRSH,0,Masculino,0,0,0,50,1,1,DSL,0,0,1,1,0,1,Bienal,0,Tranferencia electrónica,69.5,3418.2,2.283180026281209
5237,7139-JZFVG,0,Masculino,0,1,1,60,1,0,DSL,1,1,1,0,0,0,Bienal,0,Tranferencia electrónica,60.5,3694.45,1.9875164257555846
5238,7140-ADSMJ,0,Masculino,0,0,0,8,1,0,No,2,2,2,2,2,2,Mensual,1,TDC,20.45,162.3,0.6718134034165572
5239,7142-HVGBG,1,Masculino,1,1,0,43,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,103.0,4414.3,3.383705650459921
5240,7143-BQIBA,0,Masculino,0,0,0,10,1,0,DSL,1,0,0,1,1,0,Mensual,0,Tranferencia electrónica,62.25,612.95,2.0450065703022338
5241,7145-FEJWU,0,Femenino,0,0,1,12,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,105.3,1275.65,3.4592641261498027
5242,7147-AYBAA,0,Masculino,0,0,0,37,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,70.35,2552.9,2.3111038107752955
